reading,filename,is_anomaly,anomaly_score,mean,std,max,min,rms,peak_to_peak,crest_factor,kurtosis,skewness,shape_factor,impulse_factor
1,2003.10.22.12.06.24,False,0.20813564575530252,-0.09260197753906249,0.06323228063203641,0.3115,-0.44199999999999995,0.1121439571289515,0.7535,2.7643015420671118,1.2991200513519516,0.027451878873280818,1.1541220148636526,3.1923431666846445
2,2003.10.22.12.09.13,False,0.16928732115957595,-0.08960307617187499,0.06208211707424186,0.3245,-0.5235,0.10905370018931905,0.8480000000000001,2.9762719246568703,1.553945847776303,0.01568600673487238,1.156201847642099,3.4360550103975194
3,2003.10.22.12.14.13,False,0.21753978320330447,-0.09285153808593749,0.06261062062272325,0.3185,-0.4985,0.11200757259300054,0.817,2.8364640327004,1.177201554833647,0.028373874576052418,1.151950399569502,3.2696640537963373
4,2003.10.22.12.19.13,False,0.20078012749702628,-0.09336437988281249,0.06310836178305744,0.2625,-0.459,0.1127250357855289,0.7215,2.3206278956097277,1.0154257256155266,-0.00807649430058622,1.1536472594737863,2.680801159702046
5,2003.10.22.12.24.13,False,0.21615132969377143,-0.0929856201171875,0.06276688845344884,0.282,-0.449,0.11222393395846006,0.731,2.502836123455717,1.0666144934399249,0.022570280608449518,1.1519422934995225,2.8877605549628456
6,2003.10.22.12.29.13,False,0.02343999035998634,-0.09890517578125001,0.0620041148930504,0.20500000000000002,-0.41500000000000004,0.11688755181306404,0.6200000000000001,1.7657468042214515,0.9076325136710681,0.0005828805949398119,1.1402826050615866,2.021412531594379
7,2003.10.22.12.34.13,True,-0.04884215705523354,-0.055400122070312495,0.06410240623082647,0.3075,-0.387,0.08941606747825315,0.6945,3.7652534368892114,0.9262345243195793,-0.040672299626359855,1.2198946567319684,4.667177954226318
8,2003.10.22.12.39.13,False,0.10076099893578316,-0.0964097412109375,0.06166617275413376,0.2245,-0.465,0.11453865067527993,0.6895,1.9631503737014633,1.176178814425309,0.004768671464923964,1.1428464959958022,2.247765524499459
9,2003.10.22.12.44.13,False,0.043271378537644734,-0.0748444091796875,0.06226347399350171,0.344,-0.4465,0.09787774943345355,0.7905,3.4307669181149327,1.1612242572646918,-0.01854864860726181,1.1912521827942175,4.06712659286904
10,2003.10.22.12.49.13,False,0.16795082271191447,-0.08598159179687499,0.06289987347262974,0.2845,-0.43000000000000005,0.10654128284785547,0.7144999999999999,2.682990259105929,1.0889188116668536,0.001750468781773146,1.166493866004816,3.1311266720523268
11,2003.10.22.12.54.13,False,0.08886128862251808,-0.10400927734375,0.061977483410946624,0.266,-0.42700000000000005,0.1213731979774376,0.6930000000000001,2.2213293864352677,1.0391989833015938,-0.01643595885547652,1.1341257881677378,2.5315767250097196
