reading,filename,is_anomaly,anomaly_score,mean,std,max,min,rms,peak_to_peak,crest_factor,kurtosis,skewness,shape_factor,impulse_factor
1,2004.02.12.10.32.39,True,-0.0842896035401125,-0.012694970703124999,0.09005347464156324,0.464,-0.513,0.09094388696428075,0.9770000000000001,5.102047157740699,0.5068005370841773,0.12691486043827804,1.2660708845413229,6.459553357972308
2,2004.02.12.10.42.39,False,0.1266150593419516,-0.0025609375,0.09338377948549788,0.457,-0.481,0.09341888819652586,0.938,4.891944325419571,0.25301376937623843,0.07008844936856538,1.2622758151500963,6.174983011037878
3,2004.02.12.10.52.39,False,0.17687074734994063,-0.0016954589843750003,0.0937025602830463,0.491,-0.503,0.0937178978891739,0.994,5.239127328492067,0.310789228477665,0.09658256297861974,1.2626447843593411,6.615156795914997
4,2004.02.12.11.02.39,False,0.10677503259100007,-0.0023928222656249996,0.09291629369506194,0.569,-0.474,0.09294709910708282,1.043,6.121761792097077,0.23534074042490039,0.10583404042688352,1.2587104269920435,7.705525399274089
5,2004.02.12.11.12.39,False,0.2507442329482134,-0.001559033203125,0.09533522183796202,0.452,-0.486,0.09534796855424806,0.938,4.740530992465093,0.22630879489770805,0.0979656333163101,1.2611098132940761,5.978330154822435
6,2004.02.12.11.22.39,False,0.04966948917315661,-0.0014525878906250002,0.09239330152210379,0.574,-0.386,0.09240471945595839,0.96,6.211803935767348,0.18563759722622164,0.06080463418952149,1.2609725273493722,7.8329141082833305
7,2004.02.12.11.32.39,False,0.15479379926993336,-0.0016959472656250002,0.09390317165909705,0.583,-0.457,0.09391848531980074,1.04,6.20751067284394,0.2501083955512966,0.09921385444321504,1.2590903153596724,7.815816570669608
8,2004.02.12.11.42.39,False,0.15270479662817538,-0.0017436523437500003,0.09322421104069686,0.41,-0.41,0.09324051612714428,0.82,4.397230056523039,0.1037504492141541,0.0869128229556518,1.257108736511918,5.527796320507907
9,2004.02.12.11.52.39,False,0.021780634618170924,-0.0008009765625,0.09585589739527024,0.457,-0.613,0.09585924383650357,1.07,4.767406686197671,0.45142640681747537,0.03530401451886102,1.2644969790200864,6.028371352457116
10,2004.02.12.12.02.39,False,0.23262444336351595,-0.0017168945312499996,0.09472631335134558,0.417,-0.466,0.09474187125009063,0.883,4.401433014756937,0.19603235889333703,0.08951343846820298,1.2612607990693245,5.5513549212424405
11,2004.02.12.12.12.39,False,0.19362663734396324,-0.001935546875,0.09512641592087304,0.4,-0.393,0.09514610526793123,0.793,4.204060679873347,0.1700577747770562,0.08224454826272543,1.260092703698704,5.297506188615018
12,2004.02.12.12.22.39,False,0.06581082169723418,-0.0019740722656249998,0.09330818738788126,0.403,-0.415,0.09332906725625129,0.8180000000000001,4.318054512357795,0.05914761962362203,0.07005841676106667,1.2502456480056794,5.398628861926619
13,2004.02.12.12.32.39,False,0.1223545026895132,-0.0017861816406249998,0.09436361497175338,0.615,-0.43,0.09438051851622041,1.045,6.5161752623165015,0.2904622065873399,0.0928213673616944,1.2612735189236697,8.2186793030253
14,2004.02.12.12.42.39,False,0.2096503680405301,-0.001261376953125,0.09483180934131623,0.417,-0.359,0.09484019788447104,0.776,4.39686977992144,0.10632066193073442,0.09945547748473178,1.2562972464262472,5.523775397410084
15,2004.02.12.12.52.39,False,0.23485653971644266,-0.001698291015625,0.09476723559538852,0.461,-0.386,0.09478245161824854,0.847,4.863769528316815,0.14024854233672546,0.10758890123389807,1.253681881184696,6.097619731909026
16,2004.02.12.13.02.39,False,0.21111747491296684,-0.0012210937499999997,0.09462320292410424,0.474,-0.513,0.09463108158296883,0.987,5.008925102313401,0.19598682545266177,0.0805929465007058,1.2570208323512633,6.296323201295128
17,2004.02.12.13.12.39,False,0.2607837060857115,-0.0012224609374999998,0.09568609375700858,0.476,-0.43,0.09569390236174272,0.9059999999999999,4.974193634622838,0.16584819519362304,0.09864096614989125,1.2592241406049554,6.263624704760582
18,2004.02.12.13.22.39,False,0.16510453263198094,-0.0016699218750000002,0.09292757088853608,0.454,-0.41,0.09294257404608772,0.864,4.884736673796808,0.11760727403785154,0.09640777733669134,1.2553810049463519,6.1322056344493365
19,2004.02.12.13.32.39,False,0.22492833987887,-0.0017739257812500002,0.09495022834677054,0.405,-0.425,0.09496679775469556,0.8300000000000001,4.264648377911375,0.13740794134351297,0.10592078788640663,1.260664243768799,5.376289722279479
20,2004.02.12.13.42.39,False,0.23321300360143232,-0.0007662109375,0.09547240956006875,0.479,-0.454,0.09547548411192398,0.933,5.01699472336247,0.2425243166798703,0.14165673280344412,1.2592676480251292,6.3177391454431415
21,2004.02.12.13.52.39,False,0.2561005309072655,-0.001681689453125,0.09565077571662774,0.486,-0.413,0.09566555793288081,0.899,5.080198250042913,0.1524805052472984,0.11733938656757271,1.2601020610536655,6.401568285440299
22,2004.02.12.14.02.39,False,0.18285900817202333,-0.001254248046875,0.09608047955380965,0.408,-0.486,0.09608866576997063,0.8939999999999999,4.246078314550882,0.1564794915640455,0.07508050525131878,1.257551539635737,5.339662321877378
23,2004.02.12.14.12.39,False,0.1879166346448758,-0.001448779296875,0.09432366160279361,0.417,-0.347,0.0943347873247689,0.764,4.4204265661233,0.13348614812498472,0.10428977682535866,1.259377125085486,5.566984100495868
24,2004.02.12.14.22.39,False,0.21921482070031462,-0.0014227539062500003,0.0962614587833755,0.422,-0.466,0.09627197243113517,0.888,4.38341491654659,0.18719392868634843,0.13866436137792754,1.258272437148376,5.515530170075624
25,2004.02.12.14.32.39,False,0.004411756439801406,-0.0013240234375000001,0.09673244798508385,0.667,-0.4,0.09674150883281694,1.0670000000000002,6.894661950669704,0.37113042322809786,0.17122722148264474,1.2621539104291073,8.702124542124542
26,2004.02.12.14.42.39,False,0.15420626995087072,-0.0015088867187500001,0.09473912948407975,0.603,-0.381,0.09475114455525722,0.984,6.36403921905493,0.2615943824726452,0.14411041291308674,1.260859709539287,8.02416064123423
27,2004.02.12.14.52.39,False,0.22223516533635923,-0.001513525390625,0.09623453463755909,0.442,-0.42,0.09624643586136385,0.862,4.592377848013713,0.1566551621494887,0.09836722820950812,1.2554013531735098,5.7652773646804665
28,2004.02.12.15.02.39,False,0.249858830731627,-0.002118603515625,0.09511310929708483,0.444,-0.439,0.09513670186114098,0.883,4.666968596914897,0.17382200225163524,0.08985451686853897,1.2590619677248462,5.876002664941735
29,2004.02.12.15.12.39,False,0.20199791632763775,-0.0013390625000000002,0.0946740217175947,0.403,-0.522,0.0946834910454959,0.925,4.256285816567077,0.2331517446347866,0.10687984227268392,1.2598562958525086,5.362308482949767
30,2004.02.12.15.22.39,False,0.20300906654937778,-0.0015290527343750002,0.09586485510864304,0.474,-0.474,0.09587704859488336,0.948,4.9438317819192426,0.2907499147594046,0.08901339446966802,1.2635119151322647,6.246590362864539
31,2004.02.12.15.32.39,False,0.23308028143422804,-0.002049658203125,0.0949000225611656,0.452,-0.452,0.09492215432057668,0.904,4.761796687351606,0.165506889421823,0.11999815531904404,1.254806832277494,5.975135017205132
32,2004.02.12.15.42.39,False,0.23112069703969318,-0.00179560546875,0.09487624042041871,0.427,-0.466,0.09489323050308963,0.893,4.4997941131964865,0.165736117975269,0.1364709642541114,1.2566136716760652,5.654502802370181
33,2004.02.12.15.52.39,False,0.23538921919922423,-0.00199599609375,0.09547086323143954,0.466,-0.449,0.09549172595865309,0.915,4.880003951355672,0.20123385151208106,0.1232956067583536,1.2545855562568657,6.122382471847258
34,2004.02.12.16.02.39,False,0.2423325776336246,-0.00178076171875,0.09624420884062213,0.459,-0.476,0.09626068173276278,0.935,4.76830198724613,0.22956064923478525,0.12419032129534124,1.259285344091292,6.004652808740434
