reading,filename,is_anomaly,anomaly_score,mean,std,max,min,rms,peak_to_peak,crest_factor,kurtosis,skewness,shape_factor,impulse_factor
1,2004.02.12.10.32.39,True,-0.07252089463562283,-0.010195996093750001,0.07347493104305192,0.454,-0.386,0.07417899856512623,0.8400000000000001,6.120330670161392,0.6287626426442556,0.08399343541253228,1.2716598450872434,7.782978751900141
2,2004.02.12.10.42.39,False,0.10397811924505451,-0.002585009765625,0.07533812128951385,0.369,-0.388,0.07538245681139528,0.757,4.895038124363965,0.648291081310854,0.052141907331332595,1.277741723778731,6.254594450987419
3,2004.02.12.10.52.39,False,0.05527212908895329,-0.0024839843749999996,0.0761892927992494,0.503,-0.4,0.07622977446919937,0.903,6.5984715749518195,0.513475308823208,0.03280799811503518,1.2654562485747707,8.350077085565788
4,2004.02.12.11.02.39,True,-0.1739645904014071,-0.002276611328125,0.07869075089989153,0.608,-0.576,0.07872367646602974,1.184,7.723216537814513,1.1579527230048088,0.04148596171613031,1.2810331258938081,9.893696223391279
5,2004.02.12.11.12.39,False,0.15025252370050196,-0.002403857421875,0.07843746411081838,0.391,-0.391,0.07847429073677968,0.782,4.982523528775831,0.6031769286310373,0.028223944368193307,1.2788955235683805,6.372127037025542
6,2004.02.12.11.22.39,False,0.19585656547602515,-0.001623095703125,0.07829782000144782,0.439,-0.366,0.07831464139380723,0.8049999999999999,5.605592928562068,0.45609362146286525,0.026852972301411062,1.269929282418339,7.118706605298142
7,2004.02.12.11.32.39,False,0.1847319356797965,-0.0016064453124999996,0.07861603186545633,0.388,-0.408,0.07863244325857172,0.796,4.934350045872499,0.4786149756059892,0.05859457915072469,1.2694129000321206,6.263727601504637
8,2004.02.12.11.42.39,False,0.14869979632189717,-0.0020266601562500004,0.07774646967579023,0.415,-0.334,0.07777288022464836,0.749,5.336050289011607,0.4719824550317826,0.0825818179550488,1.2701481055302222,6.777574165602088
9,2004.02.12.11.52.39,False,0.20733730980874449,-0.0019162109375,0.07900619543360511,0.386,-0.361,0.07902942984262255,0.747,4.884256419015951,0.404514320897305,-0.008060293710742161,1.2689100800902766,6.197682203834979
10,2004.02.12.12.02.39,False,0.1699886326358679,-0.0020966308593750003,0.07568852631669243,0.378,-0.344,0.07571755989830314,0.722,4.9922369461944465,0.3252033150483178,0.04632106694487995,1.2642175979367836,6.311273800449207
11,2004.02.12.12.12.39,False,0.19712657159529717,-0.0017912597656250002,0.07922086801763584,0.4,-0.415,0.07924111648011797,0.815,5.047884454030405,0.4552119318712826,0.03351974676189383,1.2705130374124174,6.413403010197092
12,2004.02.12.12.22.39,False,0.12360585710375444,-0.0015550292968750002,0.07762333368719734,0.474,-0.439,0.077638908086269,0.913,6.105186325821477,0.6415150749455001,0.019565298132388165,1.2761655417786268,7.791228415151429
13,2004.02.12.12.32.39,False,0.22744553534750395,-0.0024512695312500004,0.07736575740151559,0.4,-0.378,0.07740458087623109,0.778,5.167652811654581,0.3647260382142652,0.025770055100995153,1.2670309845703653,6.547576229868521
14,2004.02.12.12.42.39,False,0.09220172029129137,-0.001033984375,0.07985799357629145,0.42,-0.432,0.07986468720103242,0.852,5.258894947435174,0.5982531546782224,0.036749791511127325,1.2757200905039798,6.708877938292923
15,2004.02.12.12.52.39,False,0.17754042881760196,-0.0023719238281249997,0.07918146190235564,0.422,-0.383,0.07921698007145074,0.8049999999999999,5.327140716792938,0.5511103583412886,0.024887726210298073,1.270695077171004,6.769171484226
16,2004.02.12.13.02.39,False,0.15437199239098454,-0.00152099609375,0.07864707093207793,0.354,-0.371,0.07866177721938719,0.725,4.500279710343897,0.5530516614826189,-0.013483613994623068,1.276343571157088,5.7439030767061166
17,2004.02.12.13.12.39,False,0.18881475794547747,-0.0020170898437499997,0.07842744893849181,0.439,-0.381,0.07845338360094803,0.8200000000000001,5.59567962336675,0.4799660990734953,0.01645553133519378,1.267759395527615,7.093975416885623
18,2004.02.12.13.22.39,False,0.19944612009615753,-0.001661767578125,0.07760498435587541,0.405,-0.444,0.07762277416041877,0.849,5.217540913482537,0.4477488811593342,0.020390510898382754,1.2674247718467753,6.61284060187182
19,2004.02.12.13.32.39,False,0.19733204132334559,-0.002757177734375,0.07777670281156139,0.356,-0.405,0.07782555832949016,0.761,4.574332746741145,0.34144531637324205,0.003513831143354888,1.265981916230109,5.791022536193493
20,2004.02.12.13.42.39,False,0.09994914654756848,-0.0022611328125,0.07890076758853798,0.471,-0.403,0.07893316063389487,0.874,5.967073866262322,0.5964296522845256,-0.032123571823408366,1.2763602733939345,7.6161360313043796
21,2004.02.12.13.52.39,False,0.1794974792540599,-0.001448388671875,0.07901527413866455,0.415,-0.388,0.07902854786058722,0.8029999999999999,5.25126693118661,0.506380111063577,0.06155298503420971,1.270323078046217,6.670805571667286
22,2004.02.12.14.02.39,False,0.16858065078616163,-0.001808740234375,0.07934267114626233,0.381,-0.361,0.07936328499916932,0.742,4.800708539269611,0.38440684339994036,0.03774414644161838,1.2673125878895053,6.083998362605017
23,2004.02.12.14.12.39,False,0.10834720269618858,-0.001801708984375,0.07946629829958578,0.344,-0.342,0.07948672040475141,0.6859999999999999,4.327766930731702,0.41497244255405574,0.01970775386945568,1.271530240278966,5.502886525304644
24,2004.02.12.14.22.39,False,0.14285075841353667,-0.002245849609375,0.07972131548057863,0.366,-0.393,0.07975294340914242,0.759,4.589172315840118,0.5200740317916859,-0.03851889509533165,1.2739281936679043,5.846275998748955
25,2004.02.12.14.32.39,False,0.15572227730870258,-0.001977001953125,0.07935676530457542,0.413,-0.437,0.07938138784581765,0.85,5.202730907176494,0.4846810415588352,-0.036549177114067806,1.2711717774114197,6.613564694668872
26,2004.02.12.14.42.39,False,0.17436646055007787,-0.0021740722656249994,0.07756141544378374,0.405,-0.308,0.07759187944533484,0.7130000000000001,5.219618378819285,0.3099755507638151,0.026619772366221244,1.2651793341633069,6.603753305101141
27,2004.02.12.14.52.39,False,0.2011733162729229,-0.0015153320312499999,0.07772622576182905,0.344,-0.388,0.07774099563514575,0.732,4.424949760284287,0.36804211992333746,0.001337028961636272,1.2651298797972983,5.598136158337543
28,2004.02.12.15.02.39,False,0.20507908946782816,-0.0022492187500000003,0.0774813044446991,0.369,-0.4,0.07751394405806931,0.769,4.760433809477749,0.4042083382464927,-0.0326706483190684,1.2647473464437449,6.02074602845807
