reading,filename,is_anomaly,anomaly_score,mean,std,max,min,rms,peak_to_peak,crest_factor,kurtosis,skewness,shape_factor,impulse_factor
1,2003.10.22.12.06.24,False,0.11790588346016662,-0.090846240234375,0.0934732544674671,0.4075,-0.64,0.13035408567014134,1.0475,3.1258491058629803,0.5912506604372332,0.006074094594478564,1.2165347880079604,3.8027560489937597
2,2003.10.22.12.09.13,False,0.09194357398808128,-0.0919236083984375,0.09305777375078528,0.45499999999999996,-0.571,0.13080555369467495,1.0259999999999998,3.481521827880475,0.5639971798927985,-0.01386225776596252,1.216144597917181,4.233573979184742
3,2003.10.22.12.14.13,False,0.09855504769559542,-0.09418811035156249,0.09293391590323166,0.375,-0.6105,0.13231961902379405,0.9855,2.834818756275718,0.5700666376430901,0.03635531542366646,1.210475314461029,3.4312010946162523
4,2003.10.22.12.19.13,False,0.12998497896866518,-0.092957421875,0.09444512915275216,0.33699999999999997,-0.6180000000000001,0.132525948430887,0.9550000000000001,2.541967121711207,0.46458713048116107,-0.016090974933049347,1.2153731629888656,3.0896494908069947
5,2003.10.22.12.24.13,False,0.13512400417507808,-0.09359689941406249,0.09348719572013328,0.4515,-0.575,0.13229401746691707,1.0265,3.414141911489964,0.4007474564524347,0.0011261109347728924,1.2147915861970855,4.146768960201736
6,2003.10.22.12.29.13,False,0.19049738814998285,-0.0930177490234375,0.09491711903564616,0.40900000000000003,-0.5405,0.13289901009205562,0.9495,3.074078289444911,0.456477293382338,0.023891958056177512,1.2139110825522148,3.731688852607311
7,2003.10.22.12.34.13,False,0.11624000547482827,-0.0930478271484375,0.09364562340507901,0.349,-0.552,0.13201768507286274,0.901,2.641528439901429,0.3414907085742669,0.014947199373930582,1.211280868773276,3.20019841071049
8,2003.10.22.12.39.13,False,0.030786536214417737,-0.0931722900390625,0.0937323016484288,0.4985,-0.5745,0.1321711838658754,1.073,3.7820033110318643,0.7437907506089552,0.007758493058927264,1.2143973992933257,4.590224703409698
9,2003.10.22.12.44.13,False,0.09528697026997568,-0.0936595458984375,0.09233791430368612,0.3395,-0.6335,0.13152900282162502,0.9729999999999999,2.581474607216926,0.4719211668875658,0.018103563108326268,1.2100175728653138,3.1233666880641513
10,2003.10.22.12.49.13,False,0.13346200618861342,-0.0930468505859375,0.09377747856619376,0.4505,-0.5960000000000001,0.13211365001482814,1.0465,3.409200530282291,0.6017341710503983,0.03369724800211135,1.2136860551208315,4.137942554565045
11,2003.10.22.12.54.13,False,0.08527373391414395,-0.0939593994140625,0.09204784834096594,0.34299999999999997,-0.5640000000000001,0.13153433717055196,0.907,2.61069019766578,0.36375123765767037,-0.005498545589333052,1.2118844832310887,3.1636006984730134
12,2003.10.22.12.59.13,False,0.14662631916241609,-0.09369233398437499,0.09389004402845832,0.35,-0.614,0.13264126292146067,0.964,2.640861743034077,0.4875432351223812,0.01841802374683641,1.2120480787518375,3.2007655168231626
13,2003.10.22.13.04.13,False,0.11569989689222593,-0.0929434814453125,0.09235376733019765,0.39049999999999996,-0.664,0.13103018187698406,1.0545,2.98323237187562,0.6057441225651774,-0.01366807186472484,1.2126864678694016,3.616275047678668
14,2003.10.22.13.09.13,False,0.14395179559549098,-0.0943854248046875,0.09359013506871634,0.41500000000000004,-0.6174999999999999,0.132922373320052,1.0325,3.121316990567916,0.5996383951159914,0.007023715107275341,1.2130725972469147,3.7864943247745475
15,2003.10.22.13.14.13,False,0.1764307656959378,-0.09282919921875002,0.09375251660074094,0.364,-0.569,0.13193938851855197,0.933,2.7595474043217747,0.44720740306221063,0.004935159668511435,1.213809168714834,3.3494846309552297
