reading,bearing1_score,bearing1_anomaly,bearing1_kurtosis,bearing1_rms,bearing2_score,bearing2_anomaly,bearing2_kurtosis,bearing2_rms,bearing3_score,bearing3_anomaly,bearing3_kurtosis,bearing3_rms,bearing4_score,bearing4_anomaly,bearing4_kurtosis,bearing4_rms,machine_score,machine_anomaly,anomalous_bearing_count
1,-0.05064095352128872,True,2.067523174191832,0.12105348617423652,0.057452558332239945,False,0.2508535792125859,0.1260486978346102,0.11790588346016662,False,0.5912506604372332,0.13035408567014134,0.20813564575530252,False,1.2991200513519516,0.1121439571289515,-0.05064095352128872,True,1
2,0.06246157998720214,False,1.581283805946069,0.12032185469548369,0.127802559507723,False,0.26051464949006586,0.1268358316898871,0.09194357398808128,False,0.5639971798927985,0.13080555369467495,0.16928732115957595,False,1.553945847776303,0.10905370018931905,0.06246157998720214,False,0
3,0.06276353657162359,False,1.4776183805519034,0.12181540523386897,0.056599002676365306,False,0.1909984178591133,0.12773897252496755,0.09855504769559542,False,0.5700666376430901,0.13231961902379405,0.21753978320330447,False,1.177201554833647,0.11200757259300054,0.056599002676365306,False,0
4,0.09996878075670212,False,1.3898315108188255,0.12210101514453016,0.13140277244527265,False,0.2544272723455969,0.12718227964087087,0.12998497896866518,False,0.46458713048116107,0.132525948430887,0.20078012749702628,False,1.0154257256155266,0.1127250357855289,0.09996878075670212,False,0
5,0.12994444595344706,False,1.145661929362805,0.12265331606231977,0.04465028640026214,False,0.3008408101172104,0.1263223515043426,0.13512400417507808,False,0.4007474564524347,0.13229401746691707,0.21615132969377143,False,1.0666144934399249,0.11222393395846006,0.04465028640026214,False,0
6,0.032398488874402775,False,1.5326442519112606,0.12263552592051152,0.12752474935551938,False,0.18528679370430146,0.12607374402501623,0.19049738814998285,False,0.456477293382338,0.13289901009205562,0.02343999035998634,False,0.9076325136710681,0.11688755181306404,0.02343999035998634,False,0
7,0.1304147626485042,False,0.9626504703764578,0.12191309837943709,0.14738807680586136,False,0.16543816268033584,0.1269033833132579,0.11624000547482827,False,0.3414907085742669,0.13201768507286274,-0.04884215705523354,True,0.9262345243195793,0.08941606747825315,-0.04884215705523354,True,1
8,0.12313380552092168,False,1.097076339861566,0.12189731021647973,0.10850856645015716,False,0.23623376271009633,0.12607431475297062,0.030786536214417737,False,0.7437907506089552,0.1321711838658754,0.10076099893578316,False,1.176178814425309,0.11453865067527993,0.030786536214417737,False,0
9,0.10677430755222339,False,1.302950591131197,0.12228670745605272,0.06698733461607465,False,0.17976762414786274,0.12687269888072927,0.09528697026997568,False,0.4719211668875658,0.13152900282162502,0.043271378537644734,False,1.1612242572646918,0.09787774943345355,0.043271378537644734,False,0
10,0.13523593020178287,False,1.2127766484553955,0.12177584797984123,0.059211628736330235,False,0.08816136297915111,0.1257273931361464,0.13346200618861342,False,0.6017341710503983,0.13211365001482814,0.16795082271191447,False,1.0889188116668536,0.10654128284785547,0.059211628736330235,False,0
11,-0.015823979976151703,True,0.9060633470478194,0.12221863117145437,0.08302751455103935,False,0.09852021606535044,0.12592558542339125,0.08527373391414395,False,0.36375123765767037,0.13153433717055196,0.08886128862251808,False,1.0391989833015938,0.1213731979774376,-0.015823979976151703,True,1
12,0.08816342784196596,False,0.9374198034449555,0.12182688852921207,0.13091179700549016,False,0.13951616843564119,0.12649732588027768,0.14662631916241609,False,0.4875432351223812,0.13264126292146067,0.1464919084297096,False,1.1643950156771965,0.10567306733732384,0.08816342784196596,False,0
13,0.06650919462167981,False,1.0950817934898835,0.12123980484566237,0.07808476135957115,False,0.2681286063620181,0.12575611714825727,0.11569989689222593,False,0.6057441225651774,0.13103018187698406,0.16519016048720825,False,1.101564708135123,0.11142022892416542,0.06650919462167981,False,0
14,0.10154305830982607,False,1.2194850571298317,0.12143492557542536,0.10837885105291473,False,0.10885959416689817,0.1260156863182711,0.14395179559549098,False,0.5996383951159914,0.132922373320052,0.18743615391479168,False,0.925418015759381,0.11154811504978579,0.10154305830982607,False,0
15,0.05352115768442245,False,0.9681064646108544,0.12160528907472976,0.024760656763923916,False,0.11408938206474906,0.12539126041383886,0.1764307656959378,False,0.44720740306221063,0.13193938851855197,0.18338140887188592,False,1.1917144993280944,0.11124126580247597,0.024760656763923916,False,0
16,0.11986872717359648,False,0.9170460448209794,0.12585542721219023,0.0468557819509694,False,0.3305524970381246,0.12607120458062585,0.10725909781073073,False,0.561191229466784,0.13112465187470568,0.20656944032086272,False,1.2537463493520404,0.11184815315499402,0.0468557819509694,False,0
17,0.12826447559640186,False,1.0644155679853402,0.12257352868655967,0.09309987029514277,False,0.17151469190940172,0.12671518856078423,0.12551012074757212,False,0.49200369654389076,0.13214791067917858,0.1737601778601569,False,1.0658877522251073,0.11181958107079226,0.09309987029514277,False,0
18,0.07009715042638986,False,1.498457168158958,0.1238414479330187,-0.031936023251563306,True,0.4326302069085779,0.12707435774562503,0.11604938453099367,False,0.43587036891263464,0.1323338610346893,0.21779165696197944,False,1.3372311124615295,0.11317698029887195,-0.031936023251563306,True,1
19,0.12850056666607784,False,1.120605505077285,0.12248519488312412,0.06467646045615894,False,0.0717211070417747,0.12729167291094381,0.1314397300642044,False,0.40391061515518456,0.13242061418853684,0.2305504913272584,False,1.0715372545886706,0.11211498237483378,0.06467646045615894,False,0
20,0.09180863644967063,False,1.1155189602140165,0.1229799680514845,0.09338642765652438,False,0.10740441694328906,0.12645795432890533,0.1586214201344464,False,0.3791573903811527,0.13242541305190292,-0.053626384178953046,True,0.8999061032908366,0.08773492447585134,-0.053626384178953046,True,1
21,0.09304146018851289,False,1.6130532596490252,0.12247959555111673,0.1268235011889789,False,0.26423967734621967,0.1273338974679936,0.1465253778477763,False,0.49587037136692325,0.13178145761518184,0.165015263190035,False,1.0864117601685424,0.11229873817307237,0.09304146018851289,False,0
22,0.14360317604442568,False,1.1232082254604867,0.12404726463073759,0.11679775248028251,False,0.19072513056098517,0.1268811269325112,0.14671605032339785,False,0.4571371765961081,0.13184495954928638,0.20354548189305055,False,1.2527795053286401,0.11247971574812818,0.11679775248028251,False,0
23,0.07531619738388662,False,1.0335041869545303,0.12289978716565196,0.10463807068044106,False,0.2504035589304412,0.12689789927045791,0.13358623524047025,False,0.5159484841280777,0.13223153839327945,0.2035222394159676,False,1.2120847999364537,0.11090992275004215,0.07531619738388662,False,0
24,0.012286607116682835,False,1.0152262046914302,0.12423974215464309,0.11442849205157746,False,0.2702045298386322,0.12699402523446393,0.19940237228508612,False,0.49311985156295,0.1325683098623836,0.11906503731256335,False,1.314249606269621,0.13094570815004505,0.012286607116682835,False,0
25,0.07020408797848332,False,1.0000009289058969,0.12216683616173891,-0.0005689171225715661,True,0.08853684386320637,0.12678198213329445,0.16782009074272874,False,0.4466574479238421,0.1326556747081873,-0.05475516708076544,True,1.3510134057109457,0.17546764164228582,-0.05475516708076544,True,2
26,0.12786167327743037,False,1.3231349886999229,0.12204598937868773,0.057123893038139806,False,0.2767096218689522,0.12692843759463138,0.18389052099872577,False,0.46056332022686663,0.13233666311824083,0.2012387704317502,False,1.4447012219552668,0.11082625901748411,0.057123893038139806,False,0
27,0.10746427068848957,False,1.1743865636897268,0.12293034540146244,0.09123190390551428,False,0.07659599385284355,0.12625105689362243,0.1466800770253474,False,0.5583695096686896,0.13280613797968432,0.1809983625434347,False,1.155541464165808,0.11220289077707865,0.09123190390551428,False,0
28,0.09107081689463326,False,1.4004199207993056,0.12233619805362311,0.10861139396277442,False,0.1831242972811804,0.12782076465042047,0.1844387614005214,False,0.5073622167683993,0.13311265104047612,0.22039349760289206,False,1.2572220950453705,0.11309894875218643,0.09107081689463326,False,0
29,0.11616050256933991,False,1.1500671583302284,0.12370047118626132,0.14696916118759834,False,0.20475061058867894,0.1265795338187998,0.16815448977131459,False,0.5028430305291252,0.13287269537910906,0.18468789435665012,False,1.1645300065780497,0.11135138485931169,0.11616050256933991,False,0
30,0.04891363439209073,False,1.3982139995320142,0.12379021068282216,0.0867375974516314,False,0.05331979501706208,0.12624844111225136,0.16527159802269625,False,0.42634954369262057,0.13256740462352445,0.21305116908731225,False,1.0978887674458173,0.11381953070255842,0.04891363439209073,False,0
31,0.11474488907723412,False,1.4858251850208848,0.12215859374252958,0.08995406511617593,False,0.3184656646126607,0.12714487515790854,0.1990754887263167,False,0.46242213918837627,0.13235592478676778,0.018348430155431084,False,2.0379535991227704,0.11366996827795402,0.018348430155431084,False,0
32,0.08255073189993356,False,1.0591237971486092,0.12261148526729174,0.0994993880516657,False,0.12126551502217642,0.12663313488233185,0.1954003233115208,False,0.4828365573477582,0.13225938677240942,0.13991933141572765,False,1.7412375795995558,0.11327979849304338,0.08255073189993356,False,0
33,0.13329892348429573,False,1.3775053229049763,0.12339719006206074,0.1347861176230165,False,0.1600013435346539,0.127212977917958,0.1201763612282497,False,0.6383704864794371,0.13266490774239714,0.15407881271462687,False,1.6727804634725874,0.11271500083745395,0.1201763612282497,False,0
34,0.12865310631817573,False,1.2048939551251272,0.12276121804966511,0.08905207351879102,False,0.21529471841088355,0.1261394664865647,0.17272046302247346,False,0.45357982360686044,0.13233148612842338,0.2024959916771038,False,1.3969799190107448,0.11598180349630013,0.08905207351879102,False,0
35,0.15860150297862213,False,1.2571646701102288,0.12265385897801373,0.06845184882620603,False,0.04696663020371794,0.12644584195501685,0.1300608222799145,False,0.5223407642559008,0.13187742127073712,0.18460743544058628,False,1.379907419412275,0.1159408371111188,0.06845184882620603,False,0
36,0.10969269906821527,False,1.2764503613562646,0.12217721195071934,0.10697367924072937,False,0.2805171286989814,0.12698225914944516,0.16729058136251052,False,0.45173393046383814,0.13143987066013457,0.20559687549993388,False,1.4654281796258601,0.11053265490155406,0.10697367924072937,False,0
37,0.10387572546691737,False,1.0875849073754935,0.12226378450721315,0.116406799462408,False,0.21504675254386663,0.1271269759760951,0.1347765747511624,False,0.5004095074783013,0.1318444485483224,0.03647159153414414,False,1.5676261091042187,0.10151962603868936,0.03647159153414414,False,0
38,0.03453511141727261,False,1.6248453716853373,0.12192545499700522,0.09741135786676969,False,0.14971259629645983,0.12623421097268434,0.16673201020623823,False,0.44844996211295185,0.1317586765087757,0.20364797892115405,False,1.364528739463005,0.11181546992754685,0.03453511141727261,False,0
39,0.08749882617999782,False,1.4618833052230387,0.12248477400794727,0.1173276796892328,False,0.1567566907177791,0.1261992406549151,0.06536822644068252,False,0.5291076064017151,0.13155012555352136,0.19776033609605242,False,1.3629609545061578,0.11207059784653281,0.06536822644068252,False,0
40,0.12555901346734039,False,1.20606444689087,0.12230068104791028,0.15017008169657342,False,0.22075102521021073,0.1269139525674324,0.1720664077024791,False,0.42045846616889415,0.13186042285550914,0.08582135186513262,False,1.6678033669519352,0.11024797426515376,0.08582135186513262,False,0
41,0.09476181831212455,False,0.957611731735688,0.12217346087833642,0.04717211381693087,False,0.09213951952935595,0.1264435230543149,0.12718929150412767,False,0.3857035239528719,0.1317206617871432,0.2021397629072026,False,1.4457348576770723,0.11281249490334516,0.04717211381693087,False,0
42,0.10399229274832666,False,1.213718809492724,0.12204780409435229,0.001327473286000247,False,0.13705689015662803,0.12676881963408831,0.14783415239587605,False,0.6040573400941209,0.13352827251109162,-0.01177041433019932,True,1.383363192850326,0.09319871889324022,-0.01177041433019932,True,1
43,0.06356156663119406,False,1.0731984051302317,0.12177724949565047,0.03931212886687063,False,0.23747462483089676,0.12596852581209733,0.05174883405183894,False,0.4370201782309029,0.1311639053706884,0.12487089457099343,False,1.0143886966681428,0.11034107254829925,0.03931212886687063,False,0
44,0.06581994164717286,False,1.3450756204793426,0.12204520008215772,0.09856355205832434,False,0.1989902053303101,0.12649705521785956,0.19209528197582515,False,0.5005896948409885,0.1330227336331702,0.2062200376880574,False,1.577655761919834,0.11204535261998913,0.06581994164717286,False,0
45,0.1012360944953965,False,1.4182726804488688,0.12276110862190003,0.15259063349413937,False,0.134102432762778,0.1266929114085621,0.022789783717595657,False,0.6035411999645621,0.133989363643652,0.19476468533244495,False,1.2291344556404036,0.11215154521872289,0.022789783717595657,False,0
46,0.13866996222172773,False,1.1618946396217331,0.12264024011006183,0.11705144866512096,False,0.24247470301097462,0.12637444382865246,0.18019276905934212,False,0.5074798693114937,0.1321415810272185,0.1705932055094158,False,1.1946407661018383,0.11514687842432411,0.11705144866512096,False,0
47,0.0038920294103299558,False,0.7945465463002142,0.1224558639243628,0.12516116584041226,False,0.19250473267012502,0.12641106461433826,0.15583440612734462,False,0.500700119258481,0.13279659512078323,0.1472741905660433,False,1.1253856828784536,0.11174351282442914,0.0038920294103299558,False,0
48,0.0576176378060429,False,1.4443813956259342,0.12238065009729006,0.0809728210123094,False,0.1260744770042015,0.1272194273505134,0.16727358666547165,False,0.5435428494909293,0.13322292525998408,0.1900861527396266,False,1.280591376734874,0.11066133729116684,0.0576176378060429,False,0
49,0.10585348490282542,False,1.3776783137234574,0.12242163798471574,0.10495948667535615,False,0.22933223209729192,0.12710310246732306,0.1627754630867802,False,0.4335613440511217,0.13132425796551905,0.18875071339028948,False,0.8806265812584535,0.1149124301058815,0.10495948667535615,False,0
50,-0.004111133790864141,True,1.7942392262124933,0.12201260944285489,0.1441022279086177,False,0.20916267221817453,0.1265768443177895,0.15900235765681198,False,0.5454929607419334,0.13113466116095826,0.24170551166851806,False,1.1308865407230235,0.11373510934084163,-0.004111133790864141,True,1
51,0.10611906262018622,False,1.246315503834576,0.12421738651505473,0.16362416772452154,False,0.2522911364591043,0.1265097449550181,0.19693883242667587,False,0.5543436571698446,0.13223472398257316,0.23819171789128474,False,0.9809395926335951,0.11410849511199209,0.10611906262018622,False,0
52,0.15555214768205272,False,1.1385833291637182,0.12500272425997005,0.055135481635659844,False,0.22350165543610578,0.12716164564211815,0.17913225998670268,False,0.515575748415144,0.13248885055160153,0.20682029345607317,False,1.1379586173382972,0.11370244196390789,0.055135481635659844,False,0
53,0.143035165787958,False,1.3641816142392797,0.12286201228365828,0.09159982663987054,False,0.2829245827223783,0.12696712054932638,0.19877320666382353,False,0.4802461975198382,0.1323296623162895,0.2214554316740701,False,0.9268054246229827,0.11385899784259294,0.09159982663987054,False,0
54,0.09516757385128327,False,1.2350263906478691,0.1211179546923222,0.08174198567446189,False,0.23277310382306848,0.12515682743835088,0.07448032979285646,False,0.531188255890314,0.13103728626877642,0.2081930286828924,False,0.9699088786098418,0.11199248272660653,0.07448032979285646,False,0
55,0.14373812894504323,False,0.952816074907342,0.12403958314739993,0.11093015964248987,False,0.17731794730494954,0.12686884073835777,0.17339523961072806,False,0.4845629113270091,0.13165574499364646,0.09692297744424039,False,1.4481934448631932,0.11409214279236879,0.09692297744424039,False,0
56,0.10607441265299511,False,0.9240999639593666,0.1261523672641294,0.10383057864437129,False,0.1805506433132016,0.12703593675938274,0.15794371111178995,False,0.6172949216935808,0.13217262844328634,0.1682175175012932,False,0.9509487479875702,0.11294475360622788,0.10383057864437129,False,0
57,0.09074177798757277,False,1.0650187529182038,0.12274909334472517,0.11022280044040617,False,0.13218856250505095,0.12638174320918022,0.16893998524148818,False,0.49802189332938074,0.13233293218818498,0.22419717813892742,False,1.0527248969936294,0.1140955142976949,0.09074177798757277,False,0
58,0.09615488286788682,False,1.0619261873183665,0.12231415595508047,0.05957238023560496,False,0.18170427154170388,0.1263304184805733,0.0771343015970587,False,0.353496397146027,0.13192116087914274,0.1990506521942199,False,0.8125525426964837,0.11417732676494068,0.05957238023560496,False,0
59,0.06374035645847242,False,1.7332609147903044,0.12188044098568612,0.0063102553363113545,False,0.38990003497422765,0.12581927154953892,0.020067879282769763,False,0.7667410095845488,0.13185877458613937,0.22207219769908854,False,1.0113096224183231,0.11395951352972034,0.0063102553363113545,False,0
60,-0.0042358267660684845,True,0.9367903336799352,0.12080495915796755,0.07983351539467015,False,0.1600067745423519,0.12593369160423523,0.026055296437365705,False,0.4327281503190983,0.13128101153954863,0.2121798208225808,False,0.9893669299083934,0.1140544961817294,-0.0042358267660684845,True,1
61,0.1610520281903548,False,1.019907603765878,0.12509782934447417,0.13524363336791612,False,0.20914008819083119,0.1260631346010163,0.11693878965051074,False,0.5752282441124426,0.13115408612198534,0.20291358074318405,False,0.8672061735035015,0.11334812964429614,0.11693878965051074,False,0
62,0.08271186891197113,False,1.3888589095767978,0.1222886044778389,0.09579004282404563,False,0.19931260674393103,0.12587907288811606,0.15000887598695056,False,0.6273171601859162,0.13284142514868907,0.19047187950483802,False,0.8126090411172395,0.11420175596655746,0.08271186891197113,False,0
63,0.14540674535218118,False,1.387516806493815,0.12275291397268387,0.10612584493094057,False,0.18475580251024026,0.1260503427634107,0.160598955866454,False,0.5440338810724015,0.13227956876634345,0.23380454217510732,False,0.9261906335959542,0.11354648421562452,0.10612584493094057,False,0
64,0.13807719916911015,False,1.1566903309085377,0.12259736081308259,0.1279612837739213,False,0.1367791897138977,0.12741172286944064,0.15272220721917268,False,0.5835026565786796,0.13193041472684963,0.2364210165070622,False,0.9933924064507533,0.11425173125516538,0.1279612837739213,False,0
65,0.1538090684139775,False,1.4116491774238598,0.12600418497694704,0.1353658421071683,False,0.16144547840088896,0.1271329993929512,0.1971912284631568,False,0.4522258625221598,0.13233717400829578,0.19771449811397196,False,0.8582740078816826,0.11397512803633422,0.1353658421071683,False,0
66,0.13498891961449322,False,1.1877613568310617,0.12797928640184264,0.11982374606336421,False,0.2758262139629639,0.12675013272150865,0.10982643670999248,False,0.4266104468152141,0.13183010062430733,0.24297341024329083,False,0.9684743871037669,0.1145522272648791,0.10982643670999248,False,0
67,0.1286793712126183,False,1.003078281622133,0.1253530839198645,0.09749476415907843,False,0.25380860089983903,0.12643784486117668,0.16288852333185472,False,0.40176697795835903,0.13295233736668718,0.21561352980908316,False,0.7472236312572731,0.11470376997166185,0.09749476415907843,False,0
68,0.1622056083660558,False,1.2770785760881092,0.12597118368529642,0.15384500461279227,False,0.20117476961719327,0.12738715112453083,0.11915908259270014,False,0.6256922148185384,0.13396795655565324,0.21560838271708171,False,0.9586706536119871,0.11520164634892682,0.11915908259270014,False,0
69,0.1120263512702393,False,1.6631229868155049,0.12576955459052874,0.1393892574066954,False,0.26181285491368733,0.12661398690264827,0.10795829311672012,False,0.4429066829570856,0.13190935182742997,0.2209966802137952,False,1.0505502763707992,0.11514749375621432,0.10795829311672012,False,0
70,0.12443422209538785,False,1.69276163401508,0.12508285237866593,0.05168429948942821,False,0.34288153647317166,0.1271161718745458,0.1443346602032104,False,0.4545841220195237,0.13189776215529508,0.19529010420417764,False,0.8398128521970534,0.11425713723848754,0.05168429948942821,False,0
71,0.153804494468603,False,1.0722147163442555,0.12657622721787332,0.09524585102144789,False,0.24100951964478723,0.12608606981569104,0.09598923337474308,False,0.7404485170947359,0.13410308062319548,0.22404490297604374,False,0.9071223602392786,0.11463754253681521,0.09524585102144789,False,0
72,0.15218075926917812,False,1.3081331186606189,0.1252795534589226,0.118284798103518,False,0.1512583857330616,0.12649742827670368,0.13858878795253105,False,0.6280999903320037,0.13303966386002553,0.2026621263388631,False,0.9257460549766816,0.11431201296272665,0.118284798103518,False,0
73,0.15316788850280016,False,1.19491386184876,0.1255288526741908,0.07375518803920267,False,0.07590863062129971,0.12657507317395733,0.1454605871839536,False,0.5028006096645043,0.13347832370035698,0.11763732075864952,False,0.9379305065426449,0.1150059287565955,0.07375518803920267,False,0
74,0.12933398231278825,False,1.2818541970389887,0.12588272166357606,0.14332993973657393,False,0.1582184734040588,0.12668935380092589,0.18271432694984935,False,0.551806560994726,0.13366569630042152,0.22101224986061607,False,0.90497421842865,0.11464288216384262,0.12933398231278825,False,0
75,0.14093154361784072,False,1.48242591332671,0.12502293198905182,0.12570814087490995,False,0.23680287357875662,0.1270995449879348,0.1158168607109864,False,0.4575949117458262,0.13224811681482618,0.17686457727066907,False,1.377298737163037,0.11502767077043596,0.1158168607109864,False,0
76,0.134634919866641,False,1.4767889098496298,0.1273154016589128,0.15853790106018628,False,0.23852015395244952,0.12679174092727954,0.1675817006950877,False,0.4933083626716217,0.1327537992768955,0.235706836447153,False,1.0949277626869578,0.11486391542768498,0.134634919866641,False,0
77,0.0004921126469916715,False,1.7667262162127226,0.12507606608315872,0.06523710294765539,False,0.1933423724290415,0.12617436304535534,0.18802372764359065,False,0.5119698254138672,0.13285990986717852,0.24327545405827966,False,0.9953841364569012,0.11485147120964916,0.0004921126469916715,False,0
78,0.16084626336150132,False,1.3321790541384981,0.12541284789010387,0.1367514635211804,False,0.27433419297342665,0.12697487626677947,0.18754509969265487,False,0.469547280606168,0.1335536932795468,0.20180433642681678,False,1.3589224671704752,0.11608142981854416,0.1367514635211804,False,0
79,0.15892326461863476,False,1.4265039273890046,0.12507081194381672,0.10522472716881354,False,0.24406584154378486,0.12645666924127041,0.18390943212871314,False,0.40114989865095074,0.1323850779104246,0.20087794954567811,False,1.1049856086605583,0.1150877683483191,0.10522472716881354,False,0
