mean,std,max,min,rms,peak_to_peak,crest_factor,kurtosis,skewness,shape_factor,impulse_factor,reading,filename,progress,is_anomaly,anomaly_score
-0.00514794921875,0.0661901180261066,0.361,-0.31,0.06639000757244083,0.671,5.437565278270201,0.592253030746698,0.08345463915491994,1.2769707305717606,6.943611705924337,1,2004.03.04.09.27.46,0.0,False,0.02800193338451462
-0.0063095214843749995,0.06598447265832763,0.295,-0.295,0.06628544857930264,0.59,4.4504488741155255,0.3600790024952083,0.011828603961800173,1.2689115488875555,5.647225974098809,2,2004.03.04.09.32.46,0.015812776723592662,False,0.1155969394717341
-0.0012927246093750004,0.0691739528135406,0.286,-0.286,0.06918603099445454,0.572,4.133782439737346,0.21403754224080185,0.04906007015378346,1.2622769991122011,5.217978493014371,3,2004.03.04.09.42.46,0.031625553447185324,False,0.15646843376632769
-0.002280322265625,0.06859869987474632,0.349,-0.31,0.06863659005326987,0.659,5.084751438396574,0.29935755983745693,0.0022094366360141744,1.2649162221715,6.431784580137696,4,2004.03.04.09.52.46,0.04743833017077799,False,0.2086891495756203
-0.001727392578125,0.06744697679906908,0.388,-0.374,0.06746909340174304,0.762,5.750781290177766,0.39608577682708646,0.031885924988479725,1.267189064816091,7.287327165062237,5,2004.03.04.10.02.46,0.06325110689437065,False,0.14086839937416684
-0.0026482421875,0.06978018637817325,0.383,-0.344,0.06983042028841191,0.727,5.4847156642927635,0.4241420637501956,0.044138330627835135,1.269186539214981,6.961127292541929,6,2004.03.04.10.12.46,0.07906388361796331,False,0.11677999039655274
-0.0017686035156250003,0.0694766247547162,0.605,-0.381,0.06949913197805511,0.986,8.705144694339973,0.6668011350132259,0.010153554058798923,1.2742213701797973,11.092281400035272,7,2004.03.04.10.22.46,0.09487666034155598,True,-0.06272027214225084
-0.0018922363281249997,0.06700373530777332,0.359,-0.354,0.06703044907738293,0.713,5.355774949166079,0.43115601109907375,0.0731368677130687,1.2682716701279115,6.792577639608093,8,2004.03.04.10.32.46,0.11068943706514865,False,0.15454860908426915
-0.0016600097656250003,0.07004528238486091,0.354,-0.3,0.07006494998782825,0.6539999999999999,5.052454901651927,0.3389725855675709,-0.030241349346142712,1.2657020187392312,6.394902368609768,9,2004.03.04.10.42.46,0.1265022137887413,False,0.13860704178395944
-0.002296826171875,0.06932766635303733,0.359,-0.4,0.06936570285394558,0.759,5.175468354381127,0.3312445749658961,0.025426382909275555,1.2679383996815496,6.56217506285651,10,2004.03.04.10.52.46,0.14231499051233396,False,0.14810059385096874
-0.00219619140625,0.0684409872481002,0.32,-0.312,0.06847621479161578,0.632,4.67315550332056,0.26368280671671007,0.04173293708003769,1.2648345343180025,5.91076846483807,11,2004.03.04.11.02.46,0.15812776723592661,False,0.2155902043137325
-0.002083251953125,0.06937724906806933,0.386,-0.342,0.06940851984413099,0.728,5.561276927772423,0.34433937679781623,0.05566118250158811,1.2661783198707732,7.041568276742981,12,2004.03.04.11.12.46,0.1739405439595193,False,0.13233208969584176
-0.001913916015625,0.06957184111316704,0.349,-0.361,0.06959816197566301,0.71,5.014500240998287,0.34659431665244567,0.0034341042728841787,1.2668866393400553,6.352803358288217,13,2004.03.04.11.22.46,0.18975332068311196,False,0.18679834452371047
-0.0021814941406250003,0.06857167440408644,0.398,-0.337,0.0686063659383415,0.7350000000000001,5.801210930742112,0.46666389001565456,0.002784220559731015,1.2696260897929317,7.365368750062121,14,2004.03.04.11.32.46,0.20556609740670462,False,0.11364128299466092
-0.0017260253906250002,0.0694373339502356,0.344,-0.352,0.06945878281229542,0.696,4.952577428971386,0.40189111565196445,0.013239076537665396,1.2703586631205468,6.291549641669085,15,2004.03.04.11.42.46,0.2213788741302973,False,0.1595409781869066
-0.0013728027343749998,0.07163285660277947,0.54,-0.417,0.07164600988486292,0.9570000000000001,7.537056158016262,0.5678507865217384,0.006942288932967731,1.2666424519860953,9.546755292746617,16,2004.03.04.11.52.46,0.23719165085388993,True,-0.06567507588393773
-0.0009056640625000001,0.07109627665254979,0.325,-0.356,0.07110204484577079,0.681,4.570895263349536,0.2907483330795104,-0.0036443766255472273,1.262357592543064,5.770104340408414,17,2004.03.04.12.02.46,0.2530044275774826,False,0.12379123092693234
-0.00156630859375,0.06879007920988058,0.3,-0.317,0.06880790885001883,0.617,4.3599639200475115,0.26366662695640963,0.013195149074197728,1.2679628112562833,5.528272109039408,18,2004.03.04.12.12.46,0.2688172043010753,False,0.18753121290448238
