mean,std,max,min,rms,peak_to_peak,crest_factor,kurtosis,skewness,shape_factor,impulse_factor,reading,filename,progress,is_anomaly,anomaly_score
-0.0039047363281249996,0.096640809453284,0.527,-0.437,0.0967196620009506,0.964,5.448736989949577,0.7764505890694049,0.15204650555956878,1.284670088300434,6.999829430004365,1,2004.03.04.09.27.46,0.0,False,0.00850391136047468
-0.005114990234375,0.09186551614475844,0.537,-0.479,0.09200780500392684,1.016,5.836461373870197,0.7019355113544816,0.14624562844962216,1.274198974241356,7.4368130957847,2,2004.03.04.09.32.46,0.015812776723592662,False,0.06257209585407586
-0.0022490234375,0.09340316885508397,0.496,-0.596,0.09343024167042356,1.092,5.3087735954879225,0.9366672552759554,0.17180450000777028,1.2818658099308602,6.80513536471969,3,2004.03.04.09.42.46,0.031625553447185324,False,0.026516784050253372
-0.0011150390624999997,0.09279647877503407,0.476,-0.513,0.09280317766734203,0.989,5.1291347124583115,0.37935365111175967,0.16607413053909204,1.2637633441409193,6.482012436765588,4,2004.03.04.09.52.46,0.04743833017077799,False,0.11355680028264992
-0.0007796386718750001,0.09282609183656658,0.518,-0.562,0.09282936583920724,1.08,5.580130762686073,0.5040288860548805,0.14598023912502575,1.2715220328262775,7.0952592108070425,5,2004.03.04.10.02.46,0.06325110689437065,False,0.07889542428877305
-0.0021137695312500003,0.093275113103456,0.593,-0.522,0.09329906079963372,1.115,6.355905353361585,0.6026688873457311,0.16666071524040685,1.2725824717489862,8.0884137447835,6,2004.03.04.10.12.46,0.07906388361796331,False,0.05189757240353554
-0.00167626953125,0.09521049451079357,0.579,-0.564,0.09522524951152006,1.1429999999999998,6.0803201143616254,0.7381608143236051,0.15848025247102124,1.2755394680704768,7.755688284371049,7,2004.03.04.10.22.46,0.09487666034155598,False,0.01596130326702283
-0.0011220214843749997,0.09274871494758959,0.571,-0.527,0.09275550148988805,1.0979999999999999,6.155969088930523,0.5844297796045659,0.16383761104700642,1.273296733840186,7.838375334556381,8,2004.03.04.10.32.46,0.11068943706514865,False,0.06694960905506131
-0.001783251953125,0.09489467147622702,0.72,-0.527,0.0949114253507415,1.2469999999999999,7.5860203061883,0.7843827486571078,0.1800607700138587,1.2723552298858258,9.652112610598758,9,2004.03.04.10.42.46,0.1265022137887413,True,-0.0595996083275403
-0.0015062011718749999,0.09416222527413377,0.522,-0.425,0.09417427095840389,0.9470000000000001,5.542915221829153,0.656042209402897,0.17149072736836288,1.2728276899687199,7.0551759774932545,10,2004.03.04.10.52.46,0.14231499051233396,False,0.0772283504819683
-0.0023447265625000002,0.09543581014959536,0.564,-0.427,0.0954646091573338,0.9909999999999999,5.907948557883686,0.5927284749431934,0.17314307750421407,1.2717569477694477,7.513474625553067,11,2004.03.04.11.02.46,0.15812776723592661,False,0.051131211627875706
-0.001006884765625,0.09385037023696619,0.471,-0.481,0.09385577132252909,0.952,5.018338173168274,0.386932990641502,0.12079716005405683,1.267034569311672,6.358407945900588,12,2004.03.04.11.12.46,0.1739405439595193,False,0.10764395296896434
-0.00066591796875,0.09493752011261879,0.471,-0.474,0.09493985555010605,0.945,4.961035565842231,0.2859446635181153,0.09250385115604552,1.2653918663638535,6.277654053758556,13,2004.03.04.11.22.46,0.18975332068311196,False,0.06786874650986785
-0.001778662109375,0.09306888558812929,0.537,-0.488,0.09308588025858501,1.025,5.768866325464804,0.6049796078727905,0.1804026251182045,1.2748343949353127,7.354349211486624,14,2004.03.04.11.32.46,0.20556609740670462,False,0.07907801920600555
-0.0017061035156250002,0.09500107062437953,0.464,-0.596,0.09501638915989376,1.06,4.883368060000469,0.5536711649542068,0.1347640052342855,1.270230293967267,6.203002046404759,15,2004.03.04.11.42.46,0.2213788741302973,False,0.03606881607584933
-0.0018986816406249998,0.09525546520072052,0.537,-0.469,0.09527438607820113,1.006,5.636352246439362,0.5961679387803387,0.10736658356063464,1.2684975532527414,7.149699033878923,16,2004.03.04.11.52.46,0.23719165085388993,False,0.059741033516177544
-0.0025924316406249993,0.09500177810499423,0.566,-0.405,0.09503714297537504,0.971,5.955566237367379,0.4292541200532307,0.16828332648756766,1.2709972398061082,7.569508249176389,17,2004.03.04.12.02.46,0.2530044275774826,False,0.06111605695678213
-0.0023073730468749997,0.09268539331058687,0.471,-0.479,0.09271410951692101,0.95,5.080132921020387,0.3863511450026249,0.1109064267339848,1.2666782939243537,6.434894101307047,18,2004.03.04.12.12.46,0.2688172043010753,False,0.11711239425650044
-0.0017993164062500005,0.0947614292636788,0.681,-0.457,0.0947785103049473,1.1380000000000001,7.185173071500079,0.7719095172451858,0.23245967475403193,1.2746006849162905,9.158226518176088,19,2004.03.04.12.22.46,0.2846299810246679,True,-0.03929664118689913
-0.0016214355468750004,0.09550047805165927,0.515,-0.474,0.09551424166755514,0.989,5.391866082049818,0.5760762423079839,0.15523731099614618,1.2750547821775042,6.8749246327783045,20,2004.03.04.12.32.46,0.3004427577482606,False,0.0701575978150365
-0.0012134765625,0.09678123554055953,0.674,-0.615,0.09678884273574614,1.2890000000000001,6.96361255026224,0.8951753432556453,0.12726727847838756,1.2766608138924904,8.890171266049752,21,2004.03.04.12.42.46,0.31625553447185323,True,-0.085111469338925
-0.0015874023437500002,0.09645871686918221,0.442,-0.549,0.09647177777075533,0.9910000000000001,4.581650822796269,0.5341151032846443,0.13476461716191315,1.2716187379370758,5.826113036952557,22,2004.03.04.12.52.46,0.33206831119544594,False,0.03079523473636514
-0.0021829589843750004,0.09710744126511063,0.676,-0.576,0.09713197444191266,1.252,6.95960319847369,0.7465081637840911,0.13808045193014526,1.2777936957469487,8.892937091909982,23,2004.03.04.13.02.46,0.3478810879190386,True,-0.07272044153552282
-0.002383544921875,0.09465779553011484,0.532,-0.452,0.0946878003811242,0.984,5.618464024495948,0.5558679582731925,0.14563009556157364,1.2703552304741634,7.137445160749345,24,2004.03.04.13.12.46,0.36369386464263126,False,0.08083634155052533
-0.0022810546875,0.0966735168483341,0.593,-0.776,0.09670042435435586,1.369,6.132341237996733,0.9080666397837014,0.0826590313073542,1.281000810335594,7.855534095128195,25,2004.03.04.13.22.46,0.3795066413662239,True,-0.07316826938067378
-0.0020797363281250003,0.09302528553860961,0.457,-0.41,0.09304853063178577,0.867,4.911415547317486,0.48052870299489747,0.15553730252645334,1.2679146696760293,6.227255821318765,26,2004.03.04.13.32.46,0.3953194180898166,False,0.1236439250239475
-0.0021073242187499997,0.09401947212020534,0.593,-0.452,0.09404308562103329,1.045,6.305620408815808,0.6603576617837743,0.1482285746931407,1.2749545184164908,8.039379231638954,27,2004.03.04.13.42.46,0.41113219481340924,False,0.044287380399930076
-0.0025682128906250002,0.09477506076957457,0.459,-0.574,0.09480985107744935,1.033,4.841269074719323,0.6245734683076969,0.09702903981918837,1.273445908101355,6.165094293218955,28,2004.03.04.13.52.46,0.4269449715370019,False,0.01358740044096296
-0.0017805175781250003,0.09458189356921526,0.586,-0.588,0.09459865133279848,1.174,6.194591484591565,0.7664837566996097,0.10401674543900899,1.278644480102874,7.9206802082652725,29,2004.03.04.14.02.46,0.4427577482605946,True,-0.020795572711942212
-0.001619482421875,0.09359410205132913,0.42,-0.557,0.09360811215973419,0.9770000000000001,4.486790624335059,0.5412224914042985,0.0836572393159246,1.2681651517333425,5.689991512905609,30,2004.03.04.14.12.46,0.45857052498418716,False,0.043127374979684
-0.0014407714843750002,0.09380220842007365,0.405,-0.481,0.09381327265879347,0.886,4.317086362321226,0.41447489122568326,0.09238713320533902,1.2676758284989098,5.472666031056906,31,2004.03.04.14.22.46,0.47438330170777987,False,0.06117368869652173
-0.0015031738281250004,0.09339105863880554,0.513,-0.447,0.0934031550068539,0.96,5.4923198254101395,0.5773160345245731,0.13430310942824045,1.2702553693537602,6.976648748435337,32,2004.03.04.14.32.46,0.49019607843137253,False,0.11923908335984479
-0.0016803222656249998,0.0934243788001452,0.649,-0.452,0.09343948863895486,1.101,6.9456715726228015,0.5521214334047477,0.1524236293640895,1.270967243751927,8.827721054662515,33,2004.03.04.14.42.46,0.5060088551549652,False,0.028699166478104998
-0.001838330078125,0.09533713557411395,0.471,-0.522,0.09535485764738534,0.993,4.9394442152252,0.6793332756687613,0.1509285128708219,1.2766601693689628,6.305991688397948,34,2004.03.04.14.52.46,0.5218216318785579,False,0.044858815322507795
-0.0020535156250000002,0.09357194428444687,0.5,-0.691,0.09359447464243682,1.1909999999999998,5.342195700228806,0.8326575922981481,0.14496062477231403,1.2776005987220802,6.825192425102845,35,2004.03.04.15.02.46,0.5376344086021506,False,0.016054144132896853
-0.0019574218749999995,0.09434516624679042,0.61,-0.667,0.09436546982096392,1.2770000000000001,6.464228929897029,0.6813992859402149,0.16283238228098715,1.276929576732097,8.25436511135279,36,2004.03.04.15.12.46,0.5534471853257432,True,-0.018375341973884463
-0.0011506835937499997,0.0911994838205901,0.454,-0.388,0.09120674274347813,0.8420000000000001,4.977702156044422,0.4279465280580639,0.18582619488368213,1.2671676492324275,6.307583139653996,37,2004.03.04.15.22.46,0.5692599620493358,False,0.11690214129324483
-0.002268115234375,0.09461428965848906,0.679,-0.449,0.09464147164059145,1.1280000000000001,7.174444651268281,0.7983874111971772,0.21805210669718578,1.2748078269907106,9.146038195748444,38,2004.03.04.15.32.46,0.5850727387729285,True,-0.04840954952691512
-0.0014501953125,0.09396391251661781,0.54,-0.493,0.09397510267020197,1.033,5.746202820284075,0.6052994098546707,0.16573827736029043,1.271948095779407,7.308871735222587,39,2004.03.04.15.42.46,0.6008855154965212,False,0.08024479225417758
-0.002122021484375,0.09419147668806996,0.459,-0.503,0.09421537696076673,0.962,4.8718162024776195,0.5932841396284476,0.1230659382084711,1.274271306245185,6.208015596117613,40,2004.03.04.15.52.46,0.6166982922201139,False,0.07380206270855594
-0.0018812988281250002,0.09263030582113053,0.461,-0.549,0.09264940821072133,1.01,4.975746838571316,0.6296660461362755,0.09741936466076488,1.277459139062243,6.356313272592991,41,2004.03.04.16.02.46,0.6325110689437065,False,0.05352363150746631
-0.0015344238281249998,0.0964519805768008,0.491,-0.562,0.09646418513454554,1.053,5.089971986133164,0.5902671927523291,0.1373303375723194,1.2737247105670308,6.48322309483176,42,2004.03.04.16.12.46,0.6483238456672992,False,0.027913757727789368
