reading,bearing1_score,bearing1_anomaly,bearing1_kurtosis,bearing1_rms,bearing2_score,bearing2_anomaly,bearing2_kurtosis,bearing2_rms,bearing3_score,bearing3_anomaly,bearing3_kurtosis,bearing3_rms,bearing4_score,bearing4_anomaly,bearing4_kurtosis,bearing4_rms,machine_score,machine_anomaly,anomalous_bearing_count
1,-0.013549220158651454,True,1.2927203346686973,0.07976827615574612,0.00850391136047468,False,0.7764505890694049,0.0967196620009506,0.02800193338451462,False,0.592253030746698,0.06639000757244083,0.007963554996014977,False,0.5600537498351637,0.05549257146935299,-0.013549220158651454,True,1
2,0.017434746373390486,False,1.1570370396433907,0.07867805834687569,0.06257209585407586,False,0.7019355113544816,0.09200780500392684,0.1155969394717341,False,0.3600790024952083,0.06628544857930264,0.059190368179127706,False,0.35603597591243474,0.053350657230751386,0.017434746373390486,False,0
3,0.12039729587515813,False,0.8901233177107852,0.07981503366916146,0.026516784050253372,False,0.9366672552759554,0.09343024167042356,0.15646843376632769,False,0.21403754224080185,0.06918603099445454,0.08646974420438702,False,0.4782946936342385,0.052703135654460824,0.026516784050253372,False,0
4,0.0358761891615752,False,1.1818613896563415,0.08108244923667976,0.11355680028264992,False,0.37935365111175967,0.09280317766734203,0.2086891495756203,False,0.29935755983745693,0.06863659005326987,0.048414983477312434,False,0.3420583992182413,0.05484425302475866,0.0358761891615752,False,0
5,0.1630810229866516,False,0.5857981785526976,0.07916502986246517,0.07889542428877305,False,0.5040288860548805,0.09282936583920724,0.14086839937416684,False,0.39608577682708646,0.06746909340174304,0.1631745834053498,False,0.2617782530621393,0.053914148877810826,0.07889542428877305,False,0
6,0.16097391639934178,False,0.8347572200012277,0.0795720855380516,0.05189757240353554,False,0.6026688873457311,0.09329906079963372,0.11677999039655274,False,0.4241420637501956,0.06983042028841191,0.07652101127089861,False,0.4817425275901468,0.05335308756880898,0.05189757240353554,False,0
7,0.1690088289008514,False,0.8307334095472525,0.08037421510114423,0.01596130326702283,False,0.7381608143236051,0.09522524951152006,-0.06272027214225084,True,0.6668011350132259,0.06949913197805511,0.012452679811757572,False,0.45669514219091,0.05532219636055902,-0.06272027214225084,True,1
8,0.06346198602226505,False,0.9284290190464319,0.07846400293038443,0.06694960905506131,False,0.5844297796045659,0.09275550148988805,0.15454860908426915,False,0.43115601109907375,0.06703044907738293,0.14452837390126683,False,0.3345211064493272,0.053865718458032286,0.06346198602226505,False,0
9,0.08042671710421234,False,1.0057903237890358,0.08012465081339669,-0.0595996083275403,True,0.7843827486571078,0.0949114253507415,0.13860704178395944,False,0.3389725855675709,0.07006494998782825,0.07090882638472074,False,0.39240200526104907,0.05525967242469299,-0.0595996083275403,True,1
10,0.1738200765498814,False,0.8267012277317511,0.07834026748592084,0.0772283504819683,False,0.656042209402897,0.09417427095840389,0.14810059385096874,False,0.3312445749658961,0.06936570285394558,0.11075225123087962,False,0.3937555158658954,0.05434765071897658,0.0772283504819683,False,0
11,0.13994031441914168,False,0.9863431409943373,0.07934519648395941,0.051131211627875706,False,0.5927284749431934,0.0954646091573338,0.2155902043137325,False,0.26368280671671007,0.06847621479161578,0.1618790376641246,False,0.29564979498188526,0.0542133012391793,0.051131211627875706,False,0
12,0.06008498508736304,False,0.9838742124727893,0.07964044750568802,0.10764395296896434,False,0.386932990641502,0.09385577132252909,0.13233208969584176,False,0.34433937679781623,0.06940851984413099,0.005686857678573687,False,0.3749089720235146,0.05470353782691984,0.005686857678573687,False,0
13,0.14281522958974313,False,0.763032488204912,0.08020883022032237,0.06786874650986785,False,0.2859446635181153,0.09493985555010605,0.18679834452371047,False,0.34659431665244567,0.06959816197566301,-0.016107993799202802,True,0.3947071417881207,0.05542489639706149,-0.016107993799202802,True,1
14,0.0525031530770772,False,1.093081530402383,0.07885350991167497,0.07907801920600555,False,0.6049796078727905,0.09308588025858501,0.11364128299466092,False,0.46666389001565456,0.0686063659383415,0.1504004897641822,False,0.27409471899724025,0.0531097068980509,0.0525031530770772,False,0
15,0.11057012914711295,False,0.8481798489148589,0.08147050517144609,0.03606881607584933,False,0.5536711649542068,0.09501638915989376,0.1595409781869066,False,0.40189111565196445,0.06945878281229542,0.09437489101012153,False,0.3758842826324691,0.05466941263388857,0.03606881607584933,False,0
16,0.08649252536301355,False,0.9500027052004851,0.08129371540323704,0.059741033516177544,False,0.5961679387803387,0.09527438607820113,-0.06567507588393773,True,0.5678507865217384,0.07164600988486292,0.025879208192789882,False,0.49990778477671505,0.05543109505348171,-0.06567507588393773,True,1
17,0.10900004068186653,False,0.6662433692051577,0.0815680927799935,0.06111605695678213,False,0.4292541200532307,0.09503714297537504,0.12379123092693234,False,0.2907483330795104,0.07110204484577079,0.0445129843919464,False,0.37927639094332166,0.05570310220897149,0.0445129843919464,False,0
18,0.16268931609915577,False,0.7108756997750754,0.08022136457318821,0.11711239425650044,False,0.3863511450026249,0.09271410951692101,0.18753121290448238,False,0.26366662695640963,0.06880790885001883,0.13527704858058598,False,0.3739134667265116,0.05482498877821363,0.11711239425650044,False,0
19,0.049202070209789506,False,0.8936811362003998,0.08050040639454871,-0.03929664118689913,True,0.7719095172451858,0.0947785103049473,-0.037604435088765764,True,0.49136853786208157,0.0721129478394397,0.07149207213427977,False,0.39966091988893204,0.054546905882976074,-0.03929664118689913,True,2
20,0.009183295502680378,False,1.0877550077461589,0.08327642106075105,0.0701575978150365,False,0.5760762423079839,0.09551424166755514,0.1315173396386876,False,0.39694750726577244,0.07052025072075928,0.013736283259887294,False,0.39220326159369057,0.05652248757408418,0.009183295502680378,False,0
21,-0.05415312374202974,True,1.3374682610381372,0.0839149029523362,-0.085111469338925,True,0.8951753432556453,0.09678884273574614,0.0019205850938405211,False,0.6389858219116809,0.0702234957508436,0.03397536825072556,False,0.48834496170158603,0.05564826453451288,-0.085111469338925,True,2
22,-0.06483064547209783,True,1.2585578045211596,0.08347203785409593,0.03079523473636514,False,0.5341151032846443,0.09647177777075533,-0.03014367814090435,True,0.5933990258639645,0.07429291820431137,0.06686830620018236,False,0.3483564537746413,0.05647067736749534,-0.06483064547209783,True,2
23,0.0038551100360257884,False,1.0389889899027827,0.0828883535268413,-0.07272044153552282,True,0.7465081637840911,0.09713197444191266,0.08054248677443887,False,0.3280452652820758,0.07356035103328848,0.03799703128872278,False,0.435077400694746,0.0560427710547935,-0.07272044153552282,True,1
24,0.07895925250006974,False,0.9278928399074595,0.0814378078826682,0.08083634155052533,False,0.5558679582731925,0.0946878003811242,0.007747499207790054,False,0.4744774292816305,0.07180699262225877,0.11095692722350414,False,0.26057626229078856,0.05522892078799159,0.007747499207790054,False,0
25,-0.08803260240984678,True,1.4644219649324466,0.08403085835721304,-0.07316826938067378,True,0.9080666397837014,0.09670042435435586,-0.12681137514215868,True,1.4102377107692865,0.07267184711620621,-0.05364500533683447,True,0.6429541143042927,0.05590705002222438,-0.12681137514215868,True,4
26,0.02938862666200337,False,1.2162295036617552,0.08233792377395881,0.1236439250239475,False,0.48052870299489747,0.09304853063178577,0.1854963424525115,False,0.28012992620980937,0.07043657351597872,0.0679657650544131,False,0.3036695990508016,0.05516547152020796,0.02938862666200337,False,0
27,0.09255693995131198,False,0.8361387471065904,0.07948931667113356,0.044287380399930076,False,0.6603576617837743,0.09404308562103329,0.07757931603255397,False,0.351093270605757,0.07168699937161724,0.13229423532197748,False,0.3337895608884751,0.05444650336353681,0.044287380399930076,False,0
28,-0.022842135331642033,True,0.9974671163154816,0.08143047983940044,0.01358740044096296,False,0.6245734683076969,0.09480985107744935,0.11831684353299032,False,0.4817978108907184,0.06965319082560037,-0.10096484933112504,True,0.5958896336937949,0.055913288230806546,-0.10096484933112504,True,2
29,0.06386154907341979,False,0.9697744380679265,0.08047683848911515,-0.020795572711942212,True,0.7664837566996097,0.09459865133279848,0.10970218831159406,False,0.47354917133191554,0.06896110557431087,0.004201279431948812,False,0.47908918434448733,0.05580581741908724,-0.020795572711942212,True,1
30,-0.0065641062775574355,True,1.089711291313625,0.08237594869759088,0.043127374979684,False,0.5412224914042985,0.09360811215973419,0.11898460574062775,False,0.27018757911875735,0.0717551626654182,-0.001576600272820139,True,0.3599551203289346,0.0563249812749636,-0.0065641062775574355,True,2
31,0.11093417294336594,False,0.9334541358788186,0.08143735550159859,0.06117368869652173,False,0.41447489122568326,0.09381327265879347,-0.011665799986790515,True,0.6659458091098283,0.06940991238648843,0.04706160724926334,False,0.43113610277655257,0.05490623265864837,-0.011665799986790515,True,1
32,0.17357558150210728,False,0.7991079741883436,0.08050349947508105,0.11923908335984479,False,0.5773160345245731,0.0934031550068539,0.05250302703655374,False,0.4674458532987713,0.07015494639657457,0.10716505090950834,False,0.33632904058387814,0.05521542063392482,0.05250302703655374,False,0
33,0.1002503535327749,False,0.9195695531987536,0.08146110735632527,0.028699166478104998,False,0.5521214334047477,0.09343948863895486,0.14236627917666078,False,0.313697285073093,0.06977043936356124,0.08167464153393666,False,0.3230974032412588,0.055605510103821996,0.028699166478104998,False,0
34,-0.04287819434993745,True,1.229373892168704,0.08194477346626507,0.044858815322507795,False,0.6793332756687613,0.09535485764738534,0.021347270528469853,False,0.5761937545721274,0.07140115169162627,0.025500956899437766,False,0.558345087785876,0.056067874864282795,-0.04287819434993745,True,1
35,0.049792569489127025,False,1.0219424562993558,0.08119846652983587,0.016054144132896853,False,0.8326575922981481,0.09359447464243682,0.06845112775083362,False,0.4281052373488001,0.07189858716231842,-0.010441333468494962,True,0.5703321096112592,0.055864438581685175,-0.010441333468494962,True,1
36,-0.009749253496980304,True,1.1928821419848763,0.0822188759026022,-0.018375341973884463,True,0.6813992859402149,0.09436546982096392,-0.08011067059304466,True,0.8395832264026075,0.07117503286078886,-0.03916645461251278,True,0.6599234488398427,0.05645909401394075,-0.08011067059304466,True,4
37,0.07187527729788912,False,0.9616295530635006,0.08203732566785911,0.11690214129324483,False,0.4279465280580639,0.09120674274347813,0.17675666233653597,False,0.367102457055704,0.06876188533628205,0.11515518345840636,False,0.30193600081340843,0.05491406283344003,0.07187527729788912,False,0
38,0.03833724034862007,False,1.2467269994119095,0.08180950684459753,-0.04840954952691512,True,0.7983874111971772,0.09464147164059145,-0.010879886575744901,True,0.803180379752066,0.06933531240915411,0.015519536464679407,False,0.4746255416222671,0.056060855170268986,-0.04840954952691512,True,2
39,0.08344703988476398,False,0.8644737376233258,0.08199809151266113,0.08024479225417758,False,0.6052994098546707,0.09397510267020197,0.15570837087357758,False,0.30962164460696906,0.07095961487606436,0.07579722392944954,False,0.3755155645399646,0.055769301503913196,0.07579722392944954,False,0
40,0.1480967320191784,False,0.7299697900317645,0.08138884410846797,0.07380206270855594,False,0.5932841396284476,0.09421537696076673,0.016421579468462455,False,0.6692366003336296,0.07097902006270937,0.076411808393689,False,0.4155752732623914,0.055699652766955154,0.016421579468462455,False,0
41,0.017901221077400442,False,1.03412059020813,0.0813923143662264,0.05352363150746631,False,0.6296660461362755,0.09264940821072133,0.013815415567862255,False,0.6275771992795707,0.06965719527454163,0.0034412071182101656,False,0.4902443515212238,0.056310609707452115,0.0034412071182101656,False,0
42,0.06016926492976016,False,0.7702033553546528,0.08339616573311015,0.027913757727789368,False,0.5902671927523291,0.09646418513454554,-0.08609030690809882,True,0.7196045731840282,0.07032479093963327,0.013394558799957768,False,0.46290556442584174,0.05647782422248798,-0.08609030690809882,True,1
43,0.016748184290859558,False,1.2835229730470372,0.0804021675387043,0.024726372594924828,False,0.6611892952337475,0.09295549275224407,0.032919950138088905,False,0.5767516370417858,0.06926971529486209,-0.02317866521578482,True,0.7393244013358422,0.05498243283014925,-0.02317866521578482,True,1
44,0.1387914636220815,False,0.7479397184621086,0.08117287415169476,0.13017225257887205,False,0.4509211219106093,0.09288798513910787,0.1723909711168662,False,0.34886131648057006,0.06890761974262172,0.08887875254173605,False,0.304550602216465,0.055802011192474056,0.08887875254173605,False,0
45,0.10151531109375889,False,1.0296967830303192,0.08033132986944602,-0.024555104251756443,True,0.661909012575729,0.09106124983055705,-0.025834514065120828,True,0.6928329228181913,0.0674512048748019,0.0919676103532232,False,0.4024268786659406,0.054054856757395076,-0.025834514065120828,True,2
46,0.1992686067098885,False,0.7506898117953447,0.07888434751712868,0.0803070752222913,False,0.41538888392920503,0.09219393992336888,0.22130358681503876,False,0.23384506944002137,0.06911541842782351,0.14933153008637312,False,0.18251267059424192,0.05426281395684917,0.0803070752222913,False,0
47,0.16709279420780537,False,0.8346770645124542,0.08040628886512857,0.129916462897691,False,0.46083411604754154,0.09271692311563866,0.17943130216367592,False,0.23052729509395498,0.06828083845699776,0.09105989151412897,False,0.4150241095871716,0.05532390728064021,0.09105989151412897,False,0
48,-0.013313505023485273,True,1.2615726118514896,0.07987564278643944,0.13846385633536312,False,0.359109698895252,0.09181208544196741,-0.01665948194165945,True,0.5004493777744985,0.06875704722403915,0.041995965232550114,False,0.4653339342330951,0.05415968504685935,-0.01665948194165945,True,2
